polis_id,polis_name,region,latitude,longitude,territory_size,start_date,end_date,chrono_text,population,pop_text,urban_size_ha,ha_text,relocated,relocation_details,coins,constitution_type,walls,monuments,crisis
209-Kopai,Kopai,Boiotia,38.3,23.1,3,,,"it can be traced back to the Neolithic period, and there are remains of the Geometric, Archaic and Classical periods",,,23,The settlement is supposed to have covered c. 23 ha (Bintliff (1997a) 244),False,,True,oligarchy,True,temple,
210-Koroneia,Koroneia,Boiotia,38.25,22.55,2,,,"the settlement is supposed to have covered c. 94 ha; it can be traced back to the Neolithic period, and there are remains of the Geometric, Archaic and Classical periods",,,94,The settlement is supposed to have covered c. 94 ha (Bintliff (1997a) 244),False,,True,oligarchy,True,"akropolis, temple, theatre","conflict, conquered"
211-Lebadeia,Lebadeia,Boiotia,38.25,22.5,2,,,,,,,"The size of the city is still unknown (Bintliff (1997a) 231), and so far no traces of an ancient defence circuit have been found.",False,,True,oligarchy,False,"temple, stoa","conflict, conquered"
212-Mykalessos,Mykalessos,Boiotia,38.25,23.3,2,,,The settlement can be traced back to EH ii and there are remains of the Archaic and Classical periods. In the Heltic and Roman periods Mykalessos was located in the territory of Tanagra.,,,,,False,,True,,True,temple,"conflict, conquered"
213-Orchomenos,Orchomenos,Boiotia,38.3,23.0,3,,,"The settlement can be traced back to the Neolithic period, and there are remains of the Geometric, Archaic and Classical periods. In 364 the city was conquered, destroyed and exposed to an andrapodismos. But the site was not abandoned. When the Thebans had been defeated at Chaironeia, however, Orchomenos was refounded, this time with Philip's support.",,,90,"The existing walls enclose an area of less than 40 ha, but the lower city must have extended further to the south, and the settlement may have covered altogether c. 90 ha",False,,True,oligarchy,True,"akropolis, temple, theatre","conflict, conquered"
214-Oropos,Oropos,Boiotia,38.2,23.45,3,,,"All attestations of Oropos as a polis are Heltic. Oropos is called a polis in the urban sense by Heracl. Cret. 7 (GGM i. 100 (C3s)) and in the political sense by Diod. 14. 17. 3 (rC4). According to the Boiotian historian Nikokrates (FGrHist 376) fr. 1, Oropos was originally a colony of Eretria.",,,,,True,The Thebans captured the city and forced its population to leave their settlement on the coast and move 7 stades inland.,False,democracy,True,"akropolis, temple, ekklesiastierion, theatre, stoa","conflict, conquered"
215-Pharai,Pharai,Boiotia,38.2,23.4,1,-386,,"the existence of a C4 mint strongly suggests that it must have been a polis, at least in the period after the King's Peace of 386.",,,,,False,,True,,,,
216-Plataiai,Plataiai,Boiotia,38.15,23.15,3,,,"The settlement can be traced back to the Neolithic period and there are remains of the Geometric, Archaic and Classical periods. In 519 Plataiai entered into an alliance with Athens.",2000:-431,"Six hundred Plataian hoplites fought at Plataiai in 479 (Hdt. 9. 28. 6). When the Thebans made their nocturnal attack on Plataiai in 431, the urban population must have totalled at least some 2,000 persons (Thuc. 2. 3. 2; Hansen (1997) 27-28), and there were 400 to defend the city when the siege began in 429 (Thuc. 2. 78. 3).",80,"Plataiai had no proper acropolis, but the oldest part of the settlement to the northwest, an area of 10 ha, was enclosed by a wall in Lesbian masonry-probably the one that was demolished in 426. (2) A new and much larger wall in polygonal masonry with interval towers enclosed an area of 80 ha. (3) Refounded in 335, the city was protected by a wall of coursed ashlar blocks enclosing an area of 70 ha",False,,True,democracy,True,"agora, temple, ekklesiastierion","conflict, conquered, fire"
217-Potniai,Potniai,Boiotia,38.2,23.2,1,-500,-431,"The reason for including Potniai in this inventory of poleis is the C6 attestation of a city-ethnic inscribed on a poros column drum dedicated to Apollo. Potniai was one of the small unwalled settlements whose population was moved to Thebes (Hell. Oxy. 20.3) in connection with the major synoecism at the outbreak of the Peloponnesian War (Demand (1990) 83-85; Moggi, Sin. 197-204 prefers a date c. 426-424). The absence of physical remains of the Heltic period (Fossey (1988) 209) may indicate that, unlike the other small towns synoecised with Thebes in 431, Potniai was not resettled.",,,,,True,"Potniai was one of the small unwalled settlements whose population was moved to Thebes in connection with the major synoecism at the outbreak of the Peloponnesian War. Unlike the other small towns synoecised with Thebes in 431, Potniai was not resettled.",False,,False,temple,"conflict, conquered"
218-Siphai,Siphai,Boiotia,38.1,23.05,1,,,"The settlement can be traced back to EH i-ii, and there are remains of the Geometric, Archaic and Classical periods.",,,3,"The circuit encloses an area of c. 3 ha, of which only a part was used for settlement.",False,,False,oligarchy,True,akropolis,conflict
219-Skolos,Skolos,Boiotia,38.2,23.25,1,,,"Down to 479 Skolos was in Theban territory. After the Persian Wars Skolos became part of Plataian territory. But by 431 Skolos must have been annexed by Thebes once again, since it was one of the small unwalled settlements whose population was moved to Thebes in connection with the major synoecism at the outbreak of the Peloponnesian War. By 395 Skolos had been repopulated.",,,,,True,"Down to c.404 probably north of the river Asopos, after 404 south of the river. By 431 its population was moved to Thebes in connection with the major synoecism. By 395 Skolos had been repopulated, but the refounded village was probably located south of the Asopos.",False,,False,,"conflict, conquered"
220-Tanagra,Tanagra,Boiotia,38.2,23.35,5,"-560, -500",,"Tanagra struck silver coins on the Aiginetan standard from c. 500 to 446, and from before 410 to 374 (or later). C. 560 Tanagra joined Megara (no. 225) in colonising Herakleia Pontike (no. 715). The city-ethnic is attested in LSAG 93 and 95 no. 12 (C6).",,,30,The city walls enclose an area of 30 ha (Roller (1987) 223).,False,,True,oligarchy,True,"temple, theatre","conflict, conquered"
221-Thebai,Thebai,Boiotia,38.2,23.2,5,,-335,"In 335 Thebes was conquered by Alexander and razed to the ground. More than 6,000 men were killed, and the remaining population, some 30,000 men, women and children, were exposed to andrapodismos and sold into slavery.",36000:-335,"More than 6,000 men were killed, and the remaining population, some 30,000 men, women and children, were exposed to andrapodismos and sold into slavery.",350,"an acropolis wall around the Kadmeia with the seven famous gates enclosed an area of c. 32 ha, and a wall around the lower city enclosed an area of 350 ha",True,"Shortly after the outbreak of the Peloponnesian War many small unfortified Boiotian towns were synoecised with Thebes, which thereby doubled its population. The towns merged with Thebes included Erythrai, Eteonos/Skaphai, Skolos, (Au)lis, Schoinos and Potniai.",True,mixed,True,"akropolis, agora, temple, bouleuterion, theatre, gymnasium, stoa","conflict, conquered"
222-Thespiai,Thespiai,Boiotia,38.15,23.1,4,,,Thespiai was resettled and the Thespians admitted extra citizens to make up for the losses during the war. Before the autumn of 371 the city was sacked by the Thebans and depopulated. In C3e the city was resettled.,"700:-480, 1800:-479","Seven hundred Thespians were killed at Thermopylai in 480. A force of 1,800 light-armed Thespians fought in the battle of Plataiai in 479.",100,"Surveys have shown that 'the early city consisted of at least four separate nuclei, spread out over a total area of about 100 ha'. The settlements covered an area of at least 50 and perhaps more than 100 ha.",True,"It has been suggested that the centre of Thespiai before 480 was at the temple of Apollo, and that the settlement was moved to its Classical site only after the Persian destruction in 480. The Thespians withdrew to nearby Keressos after the sack of Thespiai before 371, and in C3e the city was resettled.",True,oligarchy,True,temple,"conflict, conquered, fire"
223-Thisbai,Thisbai,Boiotia,38.15,23.0,3,-200,,"The earliest attestation of Thisbai as a polis is in a treaty with Chorsiai of C2e (SEG 3 342.4 = Migeotte (1984) no. 11), and the only attestation in a literary source is Paus. 9.32.2. The occurrence in C4l of a Thisban among the aphedriateuontes, however, shows that Thisbai was a polis at least from the beginning of the Third Federation (IG vii 2724 b.6 (c. 280-270)), and the reference at Hell. Oxy. 19.3 to what was probably a sympoliteia between Thespiai (no. 222), Eutresis (no. 205) and Thisbai suggests that during the First Federation Thisbai was a dependent polis dominated by Thespiai",,,48.5,The circuit enclosed an area of c. 48.5 ha (Bintliff (1997a) 244).,False,,False,,True,"akropolis, temple",
224-Aigosthena,Aigosthena,"Megaris, Korinthia, Sikyonia",38.1,23.15,1,-400,,"Aigosthena is here listed as a polis in the urban sense in a C4 source. C3 sources use polis in the political sense about the city. This suggests that Aigosthena may in fact have been a polis by C4, as indicated by Ps.-Skylax. However, an inscription of c. 300 describes Aigosthena as a kome of Megara, so the city may have had a double status as both a kome and a polis; alternatively, the city developed into a polis only in the Hellenistic period.",,,,,False,,False,,True,,
225-Megara,Megara,"Megaris, Korinthia, Sikyonia",38.0,23.2,4,-800,,"Synoecism appears to have occurred in C8 through the union of five komai, including the kome of Megara (Plut. Quaest. Graec. 17; cf. Moggi, Sin. 29-34).",40000:-500,"Megara's estimated peak population (C5) was 40,000, including 15,000 slaves and free non-citizens (Legon (1981) 23-24, 167-68, 258-59, 268-71).",140,"The town centres on the twin hills of Karia and Alkathoa, both under 300 m, which are encircled by a 3.5 km perimeter wall (of C4?) enclosing an area of 140 ha (Alexandris (1970)).",True,"Synoecism appears to have occurred in C8 through the union of five komai, including the kome of Megara (Plut. Quaest. Graec. 17; cf. Moggi, Sin. 29-34).",True,oligarchy,True,"akropolis, agora, temple, law_courts, stoa","conflict, conquered"
226-Pagai,Pagai,"Megaris, Korinthia, Sikyonia",38.05,23.1,1,-460,,That it may already have been a polis by C4 is suggested by Ps.-Skylax 39. Several sources indicate that Pagai was a polis in the political sense in the Heltic period.,,,,,False,,True,,True,temple,
227-Korinthos,Korinthos,"Megaris, Korinthia, Sikyonia",37.55,23.55,5,-900,,"Based on a king list (Diod. 7.9), however, Bacchis may have been the actual founder, c. 900. Legend attributed the Corinthian synoecism to King Aletes at the time of the foundation. Salmon (1984) 57-58 concludes that Corinthia was unified from the time of the Dorian conquest, c. 900",70000:-500,"The estimated C5 population is 70,000, including slaves and any non-citizens (Salmon (1984) 165-69).",700,"The Classical city walls of Corinth were approximately 7.5 km in length, enclosing an urban area of 600-700 ha (Carpenter in Bon et al. (1936) 1-83).",True,"Legend attributed the Corinthian synoecism to King Aletes at the time of the foundation. Salmon (1984) 57-58 concludes that Corinthia was unified from the time of the Dorian conquest, c. 900.",True,oligarchy,True,"akropolis, agora, temple, bouleuterion, theatre, stoa","conflict, conquered"
228-Sikyon,Sikyon,"Megaris, Korinthia, Sikyonia",38.0,22.45,4,,,,20000:-500,"The free population in C5 and C4 is estimated at 20,000 (Beloch (1922) 276).",175,The city walls enclosed an area of approximately 175 ha,True,"In C4l, the city was relocated by Demeterios Poliorketes: the outer city wall was demolished, the lower acropolis wall was strengthened (2.5 m thickness), and a new wall was built surrounding the upper acropolis. The urban population moved from the old city on the plain below the acropolis to what had been the lower acropolis.",True,oligarchy,True,"akropolis, agora, temple, bouleuterion, prytaneion, theatre, stoa","conflict, conquered"
229-Aigai,Aigai,Achaia,38.2,22.2,1,-500,-370,"The appearance of coinage c. 500 should probably be seen as a strong indication that Aigai was already a polis in the political sense by this date. Aigai's inclusion in Ps.-Skylax's list of Achaian poleis (42)-a section which should probably be dated to the years around 370, and it may not be coincidental that coinage issues cease at about the same time. According to Paus. 7.25.12 and 8.15.9, Aigai was abandoned due to 'weakness', and its inhabitants incorporated within the polis of Aigeira.",,,,,True,"Aigai was abandoned due to 'weakness', and its inhabitants incorporated within the polis of Aigeira (no. 230), where they were nevertheless permitted to retain their own ethnic.",True,,,,
230-Aigeira,Aigeira,Achaia,38.1,22.2,2,,,Classified by Hdt 1.145 as one of the original twelve Achaian mere; the internal use of the collective city-ethnic on coinage from c. 330 would indicate that Aigeira was by this period also a polis in the political sense; Polyb. 2.41.7-8 (rC4) calls it a polis in the political sense and attests to its membership of the Achaian Confederacy prior to the time of Philip II and Alexander.,,,3.5,a separately acropolis wall enclosing 3.5 ha,True,"A synoecism is suggested: the name Hyperesia was originally applied to the acropolis area, but after synoecism the epineion of Aigeira gave its name to the whole polis. The population of Aigeira expanded again when the polis incorporated the inhabitants of Aigai.",True,,True,"akropolis, temple",
231-Aigion,Aigion,Achaia,38.15,22.05,3,-700,,"The external collective use of the city-ethnic is attested in a supposedly C7 Delphic oracle cited by Ion of Chios, but it is debatable whether Aigion's status as a polis in the political sense can really be retrojected as far back as C7. Aigion was one of the original twelve Achaian mere (Hdt. 1.145).",,,,,True,"Strabo says that Aigion was synoecised from seven or eight demoi (8.3.2; Moggi, Sin. 125-27).",False,,True,"agora, temple, bouleuterion",
232-Ascheion,Ascheion,Achaia,,,,,,suggests that it was a polis in C4,,,,,False,,False,,,,
233-Boura,Boura,Achaia,38.1,22.15,2,,,archaeological record from Kastro which appears to indicate virtual continuity from the late Archaic/early Classical period through until Roman times,,,,,True,Boura was affected severely by the earthquake of 373 which destroyed Helike. Pausanias' comment that Boura was swiftly refounded by inhabitants who had been away on military service during the earthquake.,False,,,,earthquake
234-Dyme,Dyme,Achaia,38.1,21.35,,-460,,This should indicate that Dyme was a synoecised polis by 460. Hdt. 1.145 lists it among the original twelve mere of Achaia. the name of Dyme appears to be familiar already to Hecat. fr. 121 (c. 500). Koerner (1974) 469 argues that Dyme must have been synoecised prior to 496.,,,,,True,"Strabo says that Dyme was synoecised from eight demoi (8.3.2), and there are other indications in generally late sources that the toponym was adopted relatively late. It is possible that Paleia and Stratos were the names of two of the demoi that were synoecised, along with the polichne of Teuthea. This should indicate that Dyme was a synoecised polis by 460.",True,,,temple,"conflict, conquered"
235-Helike,Helike,Achaia,38.15,22.1,2,-500,-373,"The city, which was overwhelmed by a tidal wave occasioned by an earthquake in 373. The early physical existence of Helike is attested in Hom. Il. 2.575 and in a C5e inscription (SEG 36 718).",,,,,False,,True,,,"akropolis, temple","earthquake, flood"
236-Keryneia,Keryneia,Achaia,38.1,22.1,2,-450,,"Polyb. 2.41.7-8 states that it was one of the poleis (in a political sense) that formed the Achaian Confederacy prior to the time of Philip II and Alexander. It was certainly a polis by C3, when it began to strike Achaian Confederate coinage. Its precise status in earlier times is unsure, though Paus. 7.25.3-5 describes it as a polisma and describes how it owed its strength to taking in refugees after the destruction of Mykenai (no. 353) in C5m.",,,,,False,,True,,,temple,
237-Leontion,Leontion,Achaia,38.0,21.55,,,,"Polyb. 2.41.7-8 records it as one of the poleis (in the political sense) that constituted the Achaian Confederacy in the period prior to Philip II and Alexander. The external use of individual and collective city-ethnics suggests strongly that it was a polis in the political sense by the end of C3, though this dates to after its refoundation by Antigonos Gonatas.",,,,,True,Refoundation by Antigonos Gonatas (Strabo 8.7.5).,False,,True,theatre,
238-Olenos,Olenos,Achaia,38.1,21.4,,,-200,"Olenos was abandoned due to 'weakness' (Paus. 7.18.1), and its inhabitants were incorporated within Dyme (no. 234) (Strabo 8.7.1). Demand (1990) 61-64 argues that this must have taken place after the time at which Herodotos was writing, though Strabo 8.7.1 seems to imply that Olenos still existed by 280; it had certainly been abandoned by C2 (Polyb. 2.41.7).",,,,,False,,False,,,,
239-Patrai,Patrai,Achaia,38.15,21.45,,-500,,"Patrai is listed by Hdt. 1.145 as one of the original twelve mere of Achaia and is described as a polis (in the urban sense) by Ps.-Skylax 42 (C4f). Moggi, Sin. 89-95 dates this latter synoecism to C6l or C5e.",,,,,True,"According to tradition, Patrai was originally formed by the synoecism of Aroe, Antheia and Mesatis (Paus. 7.18.2-6). In 279, Patrai underwent a dioikismos, and its inhabitants settled in the polismata of Mesatis, Antheia, Boline, Argyra and Arba as well as Patrai (Paus. 7.18.6). Curtius suggested that these polismata had formerly been demoi, which had earlier been incorporated through a second process of synoecism. Moggi dates this latter synoecism to C6l or C5e.",False,,True,,conflict
240-Pellene,Pellene,Achaia,38.05,22.35,3,,,"According to tradition, Pellene was exposed to andrapodismos and destroyed by Sikyon in C6e, but refounded shortly afterwards. At the outbreak of the Peloponnesian War in 431, Pellene was the first Achaian city to join the Peloponnesian League.",,,,,True,"The fact that a homonymous kome of Pellene existed between Pellene and Aigion may suggest that the polis of Pellene was the result of a series of synoecisms to which one of its constituents gave its name. Other possible participants in this synoecism are Mysaion, Kyros, the harbour of Aristonautai, Poseidion, and Olouros.",True,oligarchy,,prytaneion,"conflict, conquered"
241-Pharai,Pharai,Achaia,38.05,21.45,,,,Designated by Hdt. 1.145 as one of the original twelve mere of Achaia. Polyb. 2.41.7-8 states that Pharai was one of the Achaian poleis (in the political sense) that constituted the Achaian Confederacy prior to the time of Philip II and Alexander.,,,,,False,,False,,,,
242-Phelloe,Phelloe,Achaia,38.05,22.25,2,-750,,Paus. 7.26.10 calls Phelloe a polisma and claims that it had been settled ever since the Ionian occupation of Achaia. surface exploration and limited excavation in the area have revealed settlement evidence and burials dating from C8s and continuing into the Archaic and Classical periods,,,,,False,,False,,,,
243-Rhypes,Rhypes,Achaia,38.15,22.0,,-600,,"An even earlier attestation of what appears to be the external individual city-ethnic in an Archaic inscription (SGDI 1644) may just possibly indicate that Rhypes was a polis in the political sense during C6. Rhypes is one of the original twelve mere of Achaia (Hdt 1.145). it would appear that it persisted until its destruction by Augustus, when its territory was distributed between Aigion (no. 231) and Pharai (no. 241) (Strabo 8.7.5), as well as Patrai (no. 239) (Paus. 7.18.7).",,,,,False,,False,,,,conquered
244-Tritaia,Tritaia,Achaia,37.55,21.4,,,,"Tritaia is described as one of the original twelve mere of Achaia by Hdt 1.145. Polyb. 2.41.7-8 (rC4) calls it a polis in the political sense. Tritaia was eventually annexed by Augustus, and its territory assigned to Patrai.",,,,,False,,False,,,,conquered
245-Alasyaion,Alasyaion,Elis,,,,,,described by Strabo as a chora around Amphidolia (no. 247) with a monthly market and previously a polis of Pisatis. In C5l or C4e the Alasyeis and the Akroreioi made a joint inscribed dedication at Olympia,,,,,False,,False,,,,
246-Alion,Alion,Elis,,,,,,"It is described retrospectively as a polis (in the political sense) of the Akroreians c. 400 (Diod. 14. 17. 8); Xen. Hell. 7. 4. 14 refers collectively to the poleis of the Akroreians in 365, without naming Alion.",,,,,False,,False,,,,
247-Amphidolia,Amphidolia,Elis,,,,-500,,"In the years following c. 400 it is seen to function as a polis: it is described as a (perioikic) polis in the political sense at Xen. Hell. 3.2.23 and 30, and the Amphidoloi made a dedication at Olympia in C5 or C4e (Siewert (1991) no. 2)",,,,,False,,False,,,,"conflict, conquered"
248-Anaitoi,Anaitoi,Elis,,,,-475,,"known only from IvO 10 (c. 475-450), where the collective and external use is attested in a 50-year treaty of friendship with the equally unknown Metapioi",,,,,False,,False,,,,
249-Chaladrioi,Chaladrioi,Elis,,,,-500,,"The city-ethnic is Χαλάδριος known only from IvO 11 = Minon (1994) no. 9, an agreement of C5e",,,,,False,,False,,,,
250-Dyspontion,Dyspontion,Elis,,,,,-570,"Paus. 6. 22. 4 reports that it was a perioikic community, though presumably not Pisatan since it joined Pisa in revolt against Elis c. 570, and was destroyed. Strabo 8. 3. 32 says that Dyspontion was destroyed and that most of its inhabitants emigrated to Epidamnos (no. 79) and Apollonia (no. 77). There is no evidence of its later existence.",,,,,False,,False,,,,"conflict, conquered"
251-Elis,Elis,Elis,37.55,21.2,5,-471,,"In 471 (Diod. 11 . 54 . 1 ), 'after the Persian Wars' (Strabo 8 . 3 . 2 ), the Eleians were synoecised. A unitary Eleian state certainly existed before 471 , as did the town Elis.",3000:-418,"There is very limited evidence on population size: 3 , 000 hoplites from Elis are recorded in 418 (Thuc. 5 . 58 . 1 , 75 . 5 ) and 3 , 000 jointly from Elis, Triphylia, Akroreia and Lasion in 394 (Xen. Hell . 4 . 2 . 16 ).",500,"On a plan of settlement in the town of Elis from the Classical to the Roman periods the area of settlement is shown as between 4 and 5 km², extending north of the river Peneios",True,"In 471 the Eleians were synoecised. Diodorus says the Eleians were synoecised from numerous small poleis into one; Strabo that they had previously lived in villages, and then came together into the polis Elis from many demoi.",True,democracy,False,"akropolis, agora, temple, bouleuterion, prytaneion, theatre, gymnasium, law_courts, stoa",conflict
252-Eupagion,Eupagion,Elis,,,,-400,,It is described as a polis (in the political sense) of the Akroreians c. 400 (Diod. 14. 17. 8); Xen. Hell. 7. 4. 14 refers collectively to the poleis of the Akroreians in 365,,,,,False,,False,,,,
253-Ewaoioi,Ewaoioi,Elis,,,,-500,,"The community is known only from IvO 9 of c. 500, a 100-year alliance with Elis (no. 251).",,,,,False,,False,,,,
254-Kyllene,Kyllene,Elis,21.05,37.55,,-500,,There was a town on that site at least from C5 to the Roman imperial period,,,,,False,,False,,True,temple,
255-Larissa,Laris(s)a,Elis,,,,,,,,,,,False,,False,,,,
256-Lasion,Lasion,Elis,21.45,37.5,2,,,,,,,,False,,False,,,,"conflict, conquered"
257-Lenos,Lenos,Elis,,,,,,,,,,,False,,False,,,,
258-Letrinoi,Letrinoi,Elis,21.25,37.4,,,,"The external collective city-ethnic is used on a C6s dedication at Olympia. Paus. 6.22.8 says that it was originally a polisma, but in his day had only a few buildings with a temple and statue of Artemis Alpheiaia.",,,,,False,,False,,,temple,"conflict, conquered"
259-Marganeis,Marganeis,Elis,21.3,37.4,,,,"When Marganeis became perioikic is not known: it was certainly perioikic by the Eleian-Spartan war of c. 400, after which it became independent. In Strabo's day it was part of Amphidolia.",,,,,False,,False,,True,,"conflict, conquered"
260-Metapioi,Metapioi,Elis,,,,-475,,"known only from IvO 10 (c. 475-450), where the collective and external use is attested in a 50-year treaty of friendship with the equally unknown Anaitoi",,,,,False,,False,,,,
261-Opous,Opous,Elis,,,,-400,,It is described as a polis (in a political sense) of the Akroreians c. 400 (Diod. 14. 17. 8),,,,,False,,False,,,akropolis,
262-Pisa,Pisa,Elis,,,,-365,-362,"Pisa later broke away from Eleian control, and again formed an independent, or at least selfgoverning, state 365-c. 362, but was then reabsorbed into the Eleian state. It merits inclusion in this Inventory primarily because it was quite possibly a polis in 365-c. 362. It is not heard of again after the battle of Mantinea in 362, and presumably rapidly returned to Elis.",,,,,False,,True,,,,"conflict, conquered"
263-Pylos,Pylos,Elis,21.3,37.55,,-425,-360,"The excavation has shown a significant Classical nucleated settlement from c. 425, but without monumental architecture of any kind. The archaeological findings are compatible with destruction in the 360s.",,,,,False,,False,,,,"conflict, conquered"
264-Thraistos,Thraistos,Elis,,,,,,,,,,,False,,False,,,,conflict
265-Alea,Alea,Arkadia,37.5,22.25,3,-430,,"Head, HN² 446 dates the first coinage of Alea to c. 430; Babelon, Traité ii.3.630 proposes 421.",,,28.9,"The acropolis measured 14.3 ha, and on it was a building which Meyer identified as a military barracks. The city below the 'Stadtberg' occupied 14.6 ha; no substantial remains are extant, but scattered remains seem to be of houses.",False,,True,,True,"akropolis, temple",
266-Alipheira,Alipheira,Arkadia,37.35,21.5,2,-550,,"Alipheira is well attested only in Heltic sources, where it is called a polis both in the urban sense (Polyb. 4.78.11 (r 219)) and in the political sense (SEG 25 447.9 (C3)). Since Alipheira certainly existed before C3 (infra), the city may possibly have been a polis. votives go back to C6m",,,,,True,"According to Paus. 8.26.5, a part of the population actually relocated to Megalopolis, but the city was not abandoned. According to Paus. 8.27.4, Alipheira was one of the cities that the Arkadian Confederacy had voted to incorporate into Megalopolis.",False,,True,"akropolis, temple","conflict, conquered"
267-Asea,Asea,Arkadia,37.25,22.2,2,,,"Strabo 8.3.12 classifies Asea as a kome tes Megalopolitidos, but the reference is to C1. According to Paus. 8.27.3, Asea was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis; however, it is not known whether this relocation was ever wholly or partly carried out.",3500:unknown,"Forsén and Forsén (1997) 176 estimate that the urban population could have been max. 2,000-3,000. The total population of the polis is estimated at 2,500-3,500 at the most.",26,"Forsén and Forsén (1997) 166-67 and Forsén et al. (2002) 100-2 report that they found Archaic and Classical pottery around the acropolis, and that the area yielding finds was at least 13 ha, but perhaps twice as large (the eastern area of the site having been covered with alluvium brought down by the river Alpheios).",True,"According to Paus. 8.27.3, Asea was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis; however, it is not known whether this relocation was ever wholly or partly carried out.",True,,True,"akropolis, temple",
268-Dipaia,Dipaia,Arkadia,37.2,22.15,,-500,,"At 8.27.3 (r 371) Pausanias retrospectively lists Dipaia as a polis, and at 3.11.7 (rC5f) it is classified as a polisma.",,,,,True,"According to Paus. 8.27.3 (r 371), Dipaia was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis; however, it is unknown whether this decision was implemented.",True,,True,akropolis,conflict
269-Euaimon,Euaimon,Arkadia,,,,,,"The treaty IPArk no. 15.2 describes itself as an agreement of synoikia and provides for the inclusion of the Euaiminians into the Orchomenian citizen body; however, Euaimon probably continued to exist",,,,,True,"The treaty IPArk no. 15.2 describes itself as an agreement of synoikia and provides for the inclusion of the Euaiminians into the Orchomenian citizen body; however, Euaimon probably continued to exist and may thereafter have been a dependent polis of Orchomenos.",False,,,temple,
270-Eutaia,Eutaia,Arkadia,37.2,22.2,1,,,,,,,,True,"According to Paus. 8.27.3, Eutaia was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis. It is unknown whether the relocation was ever carried out: the site seems not to have been abandoned, since coins of the Arkadian and Achaian Confederacies have been found there.",True,,True,,conflict
271-Gortys,Gortys,Arkadia,37.3,22.2,2,-500,,"The only source that classifies Gortys as a polis is Paus. 8.27.4 (r 371) and 28.1, but the external collective use of the city-ethnic is found on a C5f dedication of spoils at Delphi (Syll.³ 49). The ethnic is attested as a personal name already in C6.",,,,,False,,True,,True,"akropolis, temple, stoa",conflict
272-Halous,Halous,Arkadia,37.45,22.0,2,-420,,the entry in the Delphic catalogue of theorodokoi of C5l-C4e (ed. by Daux in REG 62 (1949) p. 6 l. 10) may refer to this site; sherds and tiles from the walled area date to the Classical and Heltic periods.,,,1.7,The wall runs for c. 640 m and encloses an area of 1.7 ha,False,,False,,True,,
273-Helisson,Helisson,Arkadia,37.35,22.15,2,,,"Helisson is called polis in the urban sense by SEG 37 340.6-7 (C4f) and Diod. 16.39.5 (r 352), and in the political sense by SEG 37 340.5 (C4f). the city still existed in 352, when it was captured and pillaged by the Spartans (Diod. 16.39.5).",,,,,True,"According to Paus. 8.27.3 (r 371), Helisson was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis; it is not known, however, whether this decision was implemented, and the city still existed in 352.",False,democracy,,,"conflict, conquered"
274-Heraia,Heraia,Arkadia,37.35,21.5,4,-510,,Heraian coinage began c. 510; the collective use of the city-ethnic is found externally in SEG 11 1045 (c. 500),2000:unknown,"Bölte (1913b) estimated the citizen population at min. 2,000.",,"The city of Heraia seems to have occupied a large area (Jost (1985) 73), but since the site has not been systematically investigated, no description of the urban layout is possible",True,"According to Strabo 8.3.2, Heraia was synoecised (at an unknown date) from nine demoi. These demes were perhaps minor settlements in the territory.",True,,True,"akropolis, temple",conflict
275-Kaphyiai,Kaphy(i)ai,Arkadia,37.45,22.15,4,-500,,"The city-ethnic is found externally in the collective use in F.Delphes iii.4 191 (C5f), and in the individual use in IG ii² 66 c (c. 400) and CID ii 12.i.2 (341/40). The earliest source that classifies Kaphy(i)ai as a polis is Staatsverträge 476.25, 92 (c. 265).",,,,,False,,False,,True,temple,conflict
276-Kleitor,Kleitor,Arkadia,37.55,22.05,5,,,,,,58,"The Heltic fortification wall is 2,500 m long and encloses an area of c. 58 ha (Petritaki (1996) 83-84).",False,,True,democracy,True,theatre,conflict
277-Koila,Koila,Arkadia,,,,-420,,the toponym is Koila in REG 62 (1949) p. 6 ll. 4-5 (C5l-C4e),,,,,False,,False,,,,
278-Kynaitha,Kynaitha,Arkadia,38.0,22.05,3,-400,,"since there is a C4 occurrence of the city-ethnic in the external individual use (Aristox. fr. 135, Wehrli), the city must have existed in the Classical period and was possibly a polis (Nielsen (1996a) 131-32), as it certainly was in C3",,,,,False,,False,,,,conflict
279-Lousoi,Lousoi,Arkadia,38.0,22.05,,-500,,"Lousoi may be called a polis in a treaty dating to 500-475 (Nomima i no. 57, but cf. Dubois (1986) 220); a series of decrees dating to C4l onwards (IG v.2 388-96) frequently refers to the city as a polis in the political sense.",1000:unknown,"Stangl (1999b) estimates that the territory could support max. 1,000 individuals.",0.3,"The acropolis of Lousoi is crowned by a C4 fortification wall, possibly of mudbrick on a polygonal stone foundation, and encloses an area of 0.3 ha",False,,False,,True,"akropolis, temple",
